ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
102;IC;Hasselt -- Bruges;Train;#752FBF;;"{""coordinates"": [[[3.21673, 51.19723], [3.25747, 51.15411], [3.32989, 51.12801], [3.38673, 51.10761], [3.447848, 51.0923], [3.48737, 51.08391], [3.53621, 51.07321], [3.576856, 51.06431], [3.655201, 51.04729], [3.710673, 51.0359], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.415358, 50.88969], [4.442773, 50.89048], [4.46989, 50.88572], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [4.747681, 50.95626], [4.82404, 50.98441], [4.86354, 51.00247], [4.94583, 51.00986], [4.98736, 51.00669], [5.05003, 50.99334], [5.187405, 50.96376], [5.327631, 50.93082]], [[5.327631, 50.93082], [5.187405, 50.96376], [5.05003, 50.99334], [4.98736, 51.00669], [4.94583, 51.00986], [4.86354, 51.00247], [4.82404, 50.98441], [4.747681, 50.95626], [4.715868, 50.88228], [4.67219, 50.90353], [4.63352, 50.90052], [4.585, 50.89651], [4.5433, 50.89307], [4.50611, 50.88331], [4.46989, 50.88572], [4.442773, 50.89048], [4.415358, 50.88969], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [3.710673, 51.0359], [3.655201, 51.04729], [3.576856, 51.06431], [3.53621, 51.07321], [3.48737, 51.08391], [3.447848, 51.0923], [3.38673, 51.10761], [3.32989, 51.12801], [3.25747, 51.15411], [3.21673, 51.19723]]], ""type"": ""MultiLineString""}";50.9753783972, 4.27189990141
32;BUS;Herentals -- Neerpelt;Train;#5DE4D3;;"{""coordinates"": [[[4.82954, 51.18151], [4.9025, 51.17403], [4.988611, 51.16896], [5.116333, 51.19105], [5.312032, 51.21156], [5.422756, 51.21562], [5.43717, 51.22237]]], ""type"": ""MultiLineString""}";51.1924660497, 5.13378914664
30;BUS;Hasselt -- Heusden;Train;#9A0394;;"{""coordinates"": [[[5.281786, 51.0382], [5.330274, 51.03352], [5.348813, 50.98956], [5.327631, 50.93082]], [[5.327631, 50.93082], [5.348813, 50.98956], [5.330274, 51.03352], [5.281786, 51.0382]]], ""type"": ""MultiLineString""}";50.9988140229, 5.32874772518
435;P;Schaerbeek -- La Panne;Train;#6874D9;;"{""coordinates"": [[[4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [3.710673, 51.0359], [3.650467, 50.99706], [3.534435, 50.97826], [3.41836, 50.98446], [3.33034, 50.99084], [3.127209, 51.02516], [3.043456, 51.02525], [2.868947, 51.03272], [2.66994, 51.07387], [2.652773, 51.0792], [2.601966, 51.0774]], [[2.601966, 51.0774], [2.652773, 51.0792], [2.66994, 51.07387], [2.868947, 51.03272], [3.043456, 51.02525], [3.127209, 51.02516], [3.33034, 50.99084], [3.41836, 50.98446], [3.534435, 50.97826], [3.650467, 50.99706], [3.710673, 51.0359], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851]]], ""type"": ""MultiLineString""}";50.983770367, 3.50861168765
339;IC;Anvers-Central -- Heusden;Train;#DEBCC6;;"{""coordinates"": [[[5.116333, 51.19105], [4.988611, 51.16896], [4.9025, 51.17403], [4.82954, 51.18151], [4.786148, 51.16836], [4.746515, 51.16576], [4.666589, 51.15984], [4.61846, 51.15106], [4.560611, 51.13576], [4.494487, 51.16348], [4.448435, 51.18296], [4.432219, 51.19923], [4.421098, 51.2172]], [[5.281786, 51.0382], [5.23589, 51.0506], [5.234375, 51.08772], [5.25729, 51.11731], [5.164985, 51.1691], [5.116333, 51.19105]]], ""type"": ""MultiLineString""}";51.1548298052, 4.88472741358
333;L;Binche -- Braine-Le-Comte;Train;#653087;;"{""coordinates"": [[[4.17245, 50.40876], [4.21104, 50.4308], [4.190611, 50.46498], [4.17986, 50.47816], [4.21158, 50.51936], [4.177102, 50.54617], [4.156637, 50.56239], [4.13766, 50.60508]], [[4.13766, 50.60508], [4.156637, 50.56239], [4.177102, 50.54617], [4.21158, 50.51936], [4.17986, 50.47816], [4.190611, 50.46498], [4.21104, 50.4308], [4.17245, 50.40876]]], ""type"": ""MultiLineString""}";50.5021214793, 4.18373041129
94;IC;Mons -- Mouscron;Train;#CE55E5;;"{""coordinates"": [[[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386]], [[3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313], [3.354835, 50.62989], [3.245961, 50.7139], [3.228449, 50.741]], [[3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386]], [[3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286]]], ""type"": ""MultiLineString""}";50.5466053423, 3.56636709952
96;L;Courtrai -- Waregem;Train;#DCFA0D;;"{""coordinates"": [[[3.42551, 50.89246], [3.314007, 50.85587], [3.264548, 50.8245]], [[3.264548, 50.8245], [3.314007, 50.85587], [3.42551, 50.89246]]], ""type"": ""MultiLineString""}";50.8628522456, 3.34296445103
140;EXTRA;Bruxelles-Nord -- Gand-Saint-Pierre;Train;#EE38EB;;"{""coordinates"": [[[3.710673, 51.0359], [3.76889, 51.01753], [3.79709, 51.00281], [3.829591, 50.99175], [3.88188, 51.0016], [3.92137, 51.00315], [3.95936, 50.9844], [3.98498, 50.9709], [4.039649, 50.94282], [4.055451, 50.91962], [4.07183, 50.89193], [4.09529, 50.88253], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966]]], ""type"": ""MultiLineString""}";50.9305533903, 4.03986362072
141;EXTRA;Bruxelles-Midi -- Welkenraedt;Train;#D33E3F;;"{""coordinates"": [[[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.415358, 50.88969], [4.442773, 50.89048], [4.46989, 50.88572], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [5.5097, 50.66121], [5.566698, 50.62455], [5.59983, 50.61314], [5.616075, 50.60802], [5.643734, 50.58698], [5.688351, 50.57321], [5.723666, 50.56506], [5.741577, 50.57209], [5.806155, 50.56818], [5.854913, 50.58814], [5.865333, 50.59092], [5.93649, 50.61625], [5.975386, 50.65971]]], ""type"": ""MultiLineString""}";50.7478764942, 5.16098666875
25;BUS;Herentals -- Mol;Train;#1B3CC3;;"{""coordinates"": [[[5.116333, 51.19105], [4.988611, 51.16896], [4.9025, 51.17403], [4.82954, 51.18151]], [[4.82954, 51.18151], [4.9025, 51.17403], [4.988611, 51.16896], [5.116333, 51.19105]]], ""type"": ""MultiLineString""}";51.176900126, 4.97330246214
23;BUS;Spa-Geronstere -- Welkenraedt;Train;#B69733;;"{""coordinates"": [[[5.975386, 50.65971], [5.93649, 50.61625], [5.865333, 50.59092], [5.854913, 50.58814], [5.806155, 50.56818], [5.804399, 50.5634], [5.809935, 50.54472], [5.81503, 50.53616], [5.82222, 50.52572], [5.855101, 50.4903], [5.866211, 50.4893]]], ""type"": ""MultiLineString""}";50.5770058276, 5.87251421663
247;S33;Anvers-Central -- Mol;Train;#CD17AD;;"{""coordinates"": [[[5.116333, 51.19105], [4.988611, 51.16896], [4.9025, 51.17403], [4.82954, 51.18151], [4.786148, 51.16836], [4.746515, 51.16576], [4.666589, 51.15984], [4.61846, 51.15106], [4.560611, 51.13576], [4.494487, 51.16348], [4.448435, 51.18296], [4.432219, 51.19923], [4.421098, 51.2172]], [[4.421098, 51.2172], [4.432219, 51.19923], [4.448435, 51.18296], [4.494487, 51.16348], [4.560611, 51.13576], [4.61846, 51.15106], [4.666589, 51.15984], [4.746515, 51.16576], [4.786148, 51.16836], [4.82954, 51.18151], [4.9025, 51.17403], [4.988611, 51.16896], [5.116333, 51.19105]]], ""type"": ""MultiLineString""}";51.1689226461, 4.75780403917
516;P;Libramont -- Bertrix;Train;#39F544;;"{""coordinates"": [[[5.267189, 49.85283], [5.37927, 49.92043]]], ""type"": ""MultiLineString""}";49.88663, 5.3232295
171;IC;Maubeuge (f) -- Charleroi-Sud;Train;#7EA6A5;;"{""coordinates"": [[[4.43857, 50.40471], [4.388764, 50.39747], [4.35098, 50.37731], [4.30874, 50.36369], [4.28891, 50.34274], [4.260957, 50.34647], [4.212787, 50.32117], [4.186832, 50.31633], [4.15843, 50.31264], [4.13231, 50.31018], [4.11356, 50.30419], [4.107929, 50.30233], [3.966566, 50.27289]], [[4.107929, 50.30233], [4.11356, 50.30419], [4.13231, 50.31018], [4.15843, 50.31264], [4.186832, 50.31633], [4.212787, 50.32117], [4.260957, 50.34647], [4.28891, 50.34274], [4.30874, 50.36369], [4.35098, 50.37731], [4.388764, 50.39747], [4.43857, 50.40471]], [[3.966566, 50.27289], [4.107929, 50.30233]]], ""type"": ""MultiLineString""}";50.3323283555, 4.2059826761
328;S62;Charleroi-Sud -- La Louviere-Sud;Train;#FF2ECA;;"{""coordinates"": [[[4.190611, 50.46498], [4.24737, 50.458], [4.263829, 50.44796], [4.28844, 50.43496], [4.325381, 50.43331], [4.39422, 50.41217], [4.43857, 50.40471]], [[4.43857, 50.40471], [4.39422, 50.41217], [4.325381, 50.43331], [4.28844, 50.43496], [4.263829, 50.44796], [4.24737, 50.458], [4.190611, 50.46498]]], ""type"": ""MultiLineString""}";50.4347366531, 4.31410806429
201;IC;Jette -- Bruxelles-Midi;Train;#E543B6;;"{""coordinates"": [[[4.326218, 50.88083], [4.34851, 50.87943], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]]], ""type"": ""MultiLineString""}";50.8613110879, 4.34903028604
547;P;Denderleeuw -- Courtrai;Train;#354298;;"{""coordinates"": [[[4.07183, 50.89193], [4.050617, 50.90327], [4.023957, 50.90684], [3.987525, 50.91105], [3.922418, 50.90719], [3.896657, 50.90165], [3.880616, 50.89722], [3.85747, 50.8913], [3.81441, 50.8691], [3.733242, 50.87568], [3.6984, 50.8743], [3.600388, 50.85012], [3.495013, 50.82639], [3.391627, 50.83366], [3.264548, 50.8245]]], ""type"": ""MultiLineString""}";50.8637583369, 3.67077647722
121;IC;Liege-Guillemins -- Quievrain;Train;#2CB6BA;;"{""coordinates"": [[[3.68608, 50.41011], [3.744708, 50.42333], [3.766893, 50.42802], [3.797027, 50.43638], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386], [3.90634, 50.48741], [3.887991, 50.50702], [3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.25856, 50.75158], [4.2737, 50.76636], [4.29533, 50.79183], [4.309167, 50.80922], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.415358, 50.88969], [4.442773, 50.89048], [4.46989, 50.88572], [4.50611, 50.88331], [4.5433, 50.89307], [4.585, 50.89651], [4.63352, 50.90052], [4.67219, 50.90353], [4.715868, 50.88228], [4.83552, 50.83628], [4.92581, 50.80802], [4.99422, 50.77213], [5.03632, 50.76396], [5.07966, 50.74793], [5.24948, 50.69455], [5.286398, 50.68507], [5.32141, 50.67861], [5.3676, 50.66991], [5.39845, 50.66405], [5.42956, 50.66181], [5.46055, 50.65861], [5.5097, 50.66121], [5.566698, 50.62455]], [[5.566698, 50.62455], [5.5097, 50.66121], [5.46055, 50.65861], [5.42956, 50.66181], [5.39845, 50.66405], [5.3676, 50.66991], [5.32141, 50.67861], [5.286398, 50.68507], [5.24948, 50.69455], [5.07966, 50.74793], [5.03632, 50.76396], [4.99422, 50.77213], [4.92581, 50.80802], [4.83552, 50.83628], [4.715868, 50.88228], [4.67219, 50.90353], [4.63352, 50.90052], [4.585, 50.89651], [4.5433, 50.89307], [4.50611, 50.88331], [4.46989, 50.88572], [4.442773, 50.89048], [4.415358, 50.88969], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.309167, 50.80922], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508], [4.067518, 50.57277], [4.01067, 50.5436], [3.96214, 50.53655], [3.91069, 50.5305], [3.887991, 50.50702], [3.90634, 50.48741], [3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.797027, 50.43638], [3.766893, 50.42802], [3.744708, 50.42333], [3.68608, 50.41011]]], ""type"": ""MultiLineString""}";50.6975699306, 4.56459585147
414;S20;Ottignies -- Wavre;Train;#BBE595;;"{""coordinates"": [[[4.60478, 50.71627], [4.59475, 50.70777], [4.5753, 50.69214], [4.56936, 50.67367]], [[4.56936, 50.67367], [4.5753, 50.69214], [4.59475, 50.70777], [4.60478, 50.71627]]], ""type"": ""MultiLineString""}";50.696960673, 4.58411174033
578;P;Mons -- Quievrain;Train;#EBAD64;;"{""coordinates"": [[[3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.797027, 50.43638], [3.766893, 50.42802], [3.744708, 50.42333], [3.68608, 50.41011]]], ""type"": ""MultiLineString""}";50.4374640469, 3.81357854207
259;IC;Ath -- Lokeren;Train;#BD27D0;;"{""coordinates"": [[[3.987794, 51.10806], [4.042001, 51.07325], [4.10143, 51.02278], [4.117831, 51.0217], [4.134372, 51.00501], [4.156174, 50.9896], [4.187317, 50.97478], [4.222719, 50.95495], [4.216967, 50.93348], [4.207988, 50.90649], [4.274546, 50.89003], [4.326218, 50.88083], [4.34851, 50.87943], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.047359, 50.69727], [3.935861, 50.66238], [3.777428, 50.62694]]], ""type"": ""MultiLineString""}";50.8258950781, 4.12680893389
252;IC;Bruxelles-Midi -- Anvers-Central;Train;#304F31;;"{""coordinates"": [[[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.417075, 50.9075], [4.432826, 50.92458], [4.45749, 50.9584], [4.470935, 50.97745], [4.482785, 51.01765], [4.489917, 51.02988], [4.496119, 51.06998], [4.493184, 51.09124], [4.476358, 51.13403], [4.465158, 51.15412], [4.455737, 51.17125], [4.446515, 51.18303], [4.432219, 51.19923], [4.421098, 51.2172]], [[4.421098, 51.2172], [4.432219, 51.19923], [4.446515, 51.18303], [4.455737, 51.17125], [4.465158, 51.15412], [4.476358, 51.13403], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.470935, 50.97745], [4.45749, 50.9584], [4.432826, 50.92458], [4.417075, 50.9075], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]], [[4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.432826, 50.92458], [4.45749, 50.9584], [4.470935, 50.97745], [4.482785, 51.01765], [4.489917, 51.02988], [4.496119, 51.06998], [4.493184, 51.09124], [4.476358, 51.13403], [4.465158, 51.15412], [4.455737, 51.17125], [4.446515, 51.18303], [4.432219, 51.19923], [4.421098, 51.2172]], [[4.421098, 51.2172], [4.432219, 51.19923], [4.446515, 51.18303], [4.455737, 51.17125], [4.465158, 51.15412], [4.476358, 51.13403], [4.493184, 51.09124], [4.496119, 51.06998], [4.489917, 51.02988], [4.482785, 51.01765], [4.470935, 50.97745], [4.45749, 50.9584], [4.432826, 50.92458], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571]]], ""type"": ""MultiLineString""}";51.0155638207, 4.44372903792
256;IC;Termonde -- Courtrai;Train;#0F59EB;;"{""coordinates"": [[[3.264548, 50.8245], [3.228449, 50.741], [3.245961, 50.7139], [3.354835, 50.62989], [3.39694, 50.61313], [3.616876, 50.60061], [3.777428, 50.62694], [3.935861, 50.66238], [4.047359, 50.69727], [4.240633, 50.73393], [4.25856, 50.75158], [4.2737, 50.76636], [4.29533, 50.79183], [4.309167, 50.80922], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.34851, 50.87943], [4.326218, 50.88083], [4.274546, 50.89003], [4.207988, 50.90649], [4.216967, 50.93348], [4.222719, 50.95495], [4.187317, 50.97478], [4.156174, 50.9896], [4.134372, 51.00501], [4.117831, 51.0217], [4.10143, 51.02278]]], ""type"": ""MultiLineString""}";50.7350692622, 3.86166485936
464;P;Anvers-Central -- Louvain;Train;#7F2DE1;;"{""coordinates"": [[[4.715868, 50.88228], [4.747681, 50.95626], [4.82404, 50.98441], [4.80034, 51.02197], [4.773481, 51.03734], [4.708231, 51.07415], [4.671533, 51.09494], [4.638808, 51.11366], [4.560611, 51.13576], [4.494487, 51.16348], [4.448435, 51.18296], [4.432219, 51.19923], [4.421098, 51.2172]]], ""type"": ""MultiLineString""}";51.065919378, 4.66006959812
350;L;Mons -- Tournai;Train;#3E94D5;;"{""coordinates"": [[[3.942542, 50.45386], [3.885583, 50.45258], [3.856541, 50.44983], [3.820255, 50.44286], [3.724245, 50.46454], [3.698768, 50.48257], [3.666308, 50.50546], [3.592777, 50.5137], [3.526178, 50.52736], [3.495523, 50.54756], [3.45131, 50.56963], [3.39694, 50.61313]], [[3.39694, 50.61313], [3.45131, 50.56963], [3.495523, 50.54756], [3.526178, 50.52736], [3.592777, 50.5137], [3.666308, 50.50546], [3.698768, 50.48257], [3.724245, 50.46454], [3.820255, 50.44286], [3.856541, 50.44983], [3.885583, 50.45258], [3.942542, 50.45386]]], ""type"": ""MultiLineString""}";50.501773382, 3.66096159152
218;IC;Bruxelles-Nord -- Dinant;Train;#960B3A;;"{""coordinates"": [[[4.56936, 50.67367], [4.613883, 50.63761], [4.63639, 50.61945], [4.648884, 50.60882], [4.66854, 50.59082], [4.691497, 50.57048], [4.7201, 50.55194], [4.748531, 50.53421], [4.76779, 50.5213], [4.80187, 50.49935], [4.86222, 50.46879], [4.876143, 50.45485], [4.877468, 50.36975], [4.86996, 50.34891], [4.87864, 50.32084], [4.90818, 50.26072]], [[4.36085, 50.85966], [4.380725, 50.84328], [4.373676, 50.83894], [4.389517, 50.82219], [4.399885, 50.80917], [4.408114, 50.7947], [4.44949, 50.7661], [4.46741, 50.76016], [4.49706, 50.73796], [4.514834, 50.7257], [4.53286, 50.71141], [4.545435, 50.69965], [4.56936, 50.67367]]], ""type"": ""MultiLineString""}";50.5812753058, 4.66978067082
282;IC;Brussels Airport - Zaventem -- Mons;Train;#84B704;;"{""coordinates"": [[[3.91069, 50.5305], [3.887991, 50.50702], [3.90634, 50.48741], [3.942542, 50.45386]], [[4.482072, 50.89646], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.309167, 50.80922], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508], [4.067518, 50.57277], [4.01067, 50.5436], [3.96214, 50.53655], [3.91069, 50.5305]], [[4.482072, 50.89646], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508], [4.067518, 50.57277], [4.01067, 50.5436], [3.96214, 50.53655], [3.91069, 50.5305], [3.887991, 50.50702], [3.90634, 50.48741], [3.942542, 50.45386]], [[4.482072, 50.89646], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.309167, 50.80922], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508], [4.067518, 50.57277], [4.01067, 50.5436], [3.96214, 50.53655], [3.91069, 50.5305], [3.887991, 50.50702], [3.90634, 50.48741], [3.942542, 50.45386]], [[3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.482072, 50.89646]], [[3.942542, 50.45386], [3.90634, 50.48741], [3.887991, 50.50702], [3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.482072, 50.89646]], [[3.942542, 50.45386], [3.90634, 50.48741], [3.887991, 50.50702], [3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.25856, 50.75158], [4.2737, 50.76636], [4.29533, 50.79183], [4.309167, 50.80922], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.482072, 50.89646]], [[4.482072, 50.89646], [4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508], [4.067518, 50.57277], [4.01067, 50.5436], [3.96214, 50.53655], [3.91069, 50.5305]], [[3.942542, 50.45386], [3.90634, 50.48741], [3.887991, 50.50702], [3.91069, 50.5305]], [[3.942542, 50.45386], [3.90634, 50.48741], [3.887991, 50.50702], [3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.309167, 50.80922], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.482072, 50.89646]], [[3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.25856, 50.75158], [4.2737, 50.76636], [4.29533, 50.79183], [4.309167, 50.80922], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.482072, 50.89646]], [[3.942542, 50.45386], [3.90634, 50.48741], [3.887991, 50.50702], [3.91069, 50.5305], [3.96214, 50.53655], [4.01067, 50.5436], [4.067518, 50.57277], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.25856, 50.75158], [4.2737, 50.76636], [4.29533, 50.79183], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851], [4.482072, 50.89646]]], ""type"": ""MultiLineString""}";50.6804441039, 4.17245983912
267;S5;Bruxelles-Luxembourg -- Malines;Train;#128120;;"{""coordinates"": [[[4.482785, 51.01765], [4.470935, 50.97745], [4.45749, 50.9584], [4.432826, 50.92458], [4.41998, 50.88888], [4.410024, 50.87779], [4.400963, 50.86778], [4.394424, 50.85407], [4.398932, 50.83928], [4.403871, 50.81836], [4.389517, 50.82219], [4.379445, 50.83], [4.373676, 50.83894]]], ""type"": ""MultiLineString""}";50.9048393818, 4.42788127374
269;IC;Schaerbeek -- Ecaussinnes;Train;#EDBE32;;"{""coordinates"": [[[4.37864, 50.87851], [4.36085, 50.85966], [4.362051, 50.85207], [4.356804, 50.84565], [4.34787, 50.84113], [4.33653, 50.83571], [4.309167, 50.80922], [4.29533, 50.79183], [4.2737, 50.76636], [4.25856, 50.75158], [4.240633, 50.73393], [4.22158, 50.71511], [4.20573, 50.69171], [4.17589, 50.65101], [4.13766, 50.60508], [4.156637, 50.56239]], [[4.156637, 50.56239], [4.13766, 50.60508], [4.17589, 50.65101], [4.20573, 50.69171], [4.22158, 50.71511], [4.240633, 50.73393], [4.309167, 50.80922], [4.33653, 50.83571], [4.34787, 50.84113], [4.356804, 50.84565], [4.362051, 50.85207], [4.36085, 50.85966], [4.37864, 50.87851]]], ""type"": ""MultiLineString""}";50.7275527509, 4.24404301889
420;S53;Anvers-Central -- Lokeren;Train;#5B3BE3;;"{""coordinates"": [[[4.421098, 51.2172], [4.432219, 51.19923], [4.390264, 51.19783], [4.329776, 51.21411], [4.286767, 51.21071], [4.259525, 51.20834], [4.185904, 51.18561], [4.142963, 51.17147], [4.08861, 51.15099], [4.06894, 51.1434], [3.987794, 51.10806]], [[3.987794, 51.10806], [4.06894, 51.1434], [4.08861, 51.15099], [4.142963, 51.17147], [4.185904, 51.18561], [4.259525, 51.20834], [4.286767, 51.21071], [4.329776, 51.21411], [4.390264, 51.19783], [4.432219, 51.19923], [4.421098, 51.2172]]], ""type"": ""MultiLineString""}";51.179718757, 4.21616035654
